source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample
EMOBON_LMO_Wa_230221_200um_1,EMO BON LMO 366 Wa 230221 3um (1),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 3-200um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,1.0,10.0,2.0,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230221_200um_2,EMO BON LMO 366 Wa 230221 3um (2),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 3-200um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,2.0,10.0,2.0,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230221_200um_3,EMO BON LMO 366 Wa 230221 3um (3),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 3-200um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,3.0,10.0,2.0,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230221_200um_4,EMO BON LMO 366 Wa 230221 3um (4),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 3-200um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,4.0,10.0,2.0,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230221_3um_1,EMO BON LMO 366 Wa 230221 0.2um (1),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 0.2-3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,1.0,10.0,2.0,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230221_3um_2,EMO BON LMO 366 Wa 230221 0.2um (2),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 0.2-3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,2.0,10.0,2.0,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230221_3um_3,EMO BON LMO 366 Wa 230221 0.2um (3),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 0.2-3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,3.0,10.0,2.0,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230221_3um_4,EMO BON LMO 366 Wa 230221 0.2um (4),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 0.2-3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,4.0,10.0,2.0,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230221_NAum_blank,EMO BON LMO 366 Wa 230221 3um (Blank),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 3um,32644.0,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,,10.0,2.0,3,3.0,,,,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230221_3um_blank,EMO BON LMO 366 Wa 230221 0.2um (Blank),EMOBON metagenome water sample from station LMO collected on 2023-02-21 size fraction 0.2-3um,32644.0,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-02-21,LMO_Wa_230221,Yelena Churakova; Danilo Di Leo,,no_tide,2.0,,10.0,2.0,0.2-3,0.2,3.0,,,WaSOP 1,peristaltic pump,2023-02-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230421_200um_1,EMO BON LMO 370 Wa 230421 3um (1),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 3-200um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,1.0,10.0,1.5,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230421_200um_2,EMO BON LMO 370 Wa 230421 3um (2),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 3-200um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,2.0,10.0,1.5,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230421_200um_3,EMO BON LMO 370 Wa 230421 3um (3),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 3-200um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,3.0,10.0,1.5,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230421_200um_4,EMO BON LMO 370 Wa 230421 3um (4),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 3-200um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,4.0,10.0,1.5,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230421_3um_1,EMO BON LMO 370 Wa 230421 0.2um (1),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 0.2-3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,1.0,10.0,1.5,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230421_3um_2,EMO BON LMO 370 Wa 230421 0.2um (2),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 0.2-3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,2.0,10.0,1.5,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230421_3um_3,EMO BON LMO 370 Wa 230421 0.2um (3),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 0.2-3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,3.0,10.0,1.5,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230421_3um_4,EMO BON LMO 370 Wa 230421 0.2um (4),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 0.2-3um,1874687.0,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,4.0,10.0,1.5,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230421_NAum_blank,EMO BON LMO 370 Wa 230421 3um (Blank),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 3um,32644.0,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,,,10.0,1.5,3,3.0,,,,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230421_3um_blank,EMO BON LMO 370 Wa 230421 0.2um (Blank),EMOBON metagenome water sample from station LMO collected on 2023-04-21 size fraction 0.2-3um,32644.0,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-04-21,LMO_Wa_230421,Danilo Di Leo; Kristofer Bergström,,no_tide,,,10.0,1.5,0.2-3,0.2,3.0,,,WaSOP 1,peristaltic pump,2023-04-21,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-06-12,2023-06-19,-70.0,,,,,
EMOBON_LMO_Wa_230613_200um_1,EMO BON LMO 373 Wa 230613 3um (1),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 3-200um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-06-13,LMO_Wa_230613,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,1.0,9.0,,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-09-04,2023-09-04,-70.0,2023-09-11,,,,
EMOBON_LMO_Wa_230613_200um_2,EMO BON LMO 373 Wa 230613 3um (2),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 3-200um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-06-13,LMO_Wa_230613,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,2.0,9.0,,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-09-04,2023-09-04,-70.0,2023-09-11,,,,
EMOBON_LMO_Wa_230613_200um_3,EMO BON LMO 373 Wa 230613 3um (3),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 3-200um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-06-13,LMO_Wa_230613,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,3.0,9.0,,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230613_200um_4,EMO BON LMO 373 Wa 230613 3um (4),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 3-200um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-06-13,LMO_Wa_230613,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,4.0,9.0,,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230613_3um_1,EMO BON LMO 373 Wa 230613 0.2um (1),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 0.2-3um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-06-13,LMO_Wa_230613,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,1.0,10.0,,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-09-04,2023-09-04,-70.0,2023-09-11,,,,
EMOBON_LMO_Wa_230613_3um_2,EMO BON LMO 373 Wa 230613 0.2um (2),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 0.2-3um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-06-13,LMO_Wa_230613,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,2.0,10.0,,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-09-04,2023-09-04,-70.0,2023-09-11,,,,
EMOBON_LMO_Wa_230613_3um_3,EMO BON LMO 373 Wa 230613 0.2um (3),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 0.2-3um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-06-13,LMO_Wa_230613,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,3.0,10.0,,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230613_3um_4,EMO BON LMO 373 Wa 230613 0.2um (4),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 0.2-3um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-06-13,LMO_Wa_230613,Danilo Di Leo; Kristofer Bergström,,no_tide,2.0,4.0,10.0,,0.2-3,0.2,3.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230613_NAum_blank,EMO BON LMO 373 Wa 230613 3um (Blank),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 3um,,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-06-13,LMO_Wa_230613,Camilla Karlsson,,no_tide,,,10.0,,3,3.0,,,,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230613_3um_blank,EMO BON LMO 373 Wa 230613 0.2um (Blank),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 0.2-3um,,unidentified,metagenome,MilliQ water [ENVO:00003065],2023-06-13,LMO_Wa_230613,Camilla Karlsson,,no_tide,,,10.0,,0.2-3,0.2,3.0,,,WaSOP 1,peristaltic pump,2023-06-13,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
EMOBON_LMO_Wa_230823_200um_1,EMO BON LMO 378 Wa 230823 3um (1),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 3-200um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-08-23,LMO_Wa_230823,Kristofer Bergström; Jarone Pinhassi,,no_tide,2.0,1.0,6.0,1.0,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-08-23,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-09-04,2023-09-04,-70.0,2023-09-11,,,,
EMOBON_LMO_Wa_230823_200um_2,EMO BON LMO 378 Wa 230823 3um (2),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 3-200um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-08-23,LMO_Wa_230823,Kristofer Bergström; Jarone Pinhassi,,no_tide,2.0,2.0,6.0,1.0,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-08-23,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,False,2023-09-04,2023-09-04,-70.0,2023-09-11,,,,
EMOBON_LMO_Wa_230823_200um_3,EMO BON LMO 378 Wa 230823 3um (3),EMOBON metagenome water sample from station LMO collected on 2023-08-23 size fraction 3-200um,,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; surface water [ENVO:00002042],2023-08-23,LMO_Wa_230823,Kristofer Bergström; Jarone Pinhassi,,no_tide,2.0,3.0,6.0,1.0,3-200,3.0,200.0,True,Ruttner,WaSOP 1,peristaltic pump,2023-08-23,"EEMiS lab 4041a, J.Pinhassi freezer",-80,Camilla Karlsson,,Mellat Solomon; Sabina Arnautovic,,True,,,,,,,,
