source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample
EMOBON_ROSKOGO_So_211119_micro_4,EMOBON ROSKOGO So211119 micro 4,EMOBON metagenome sediment sample from station ROSKOGO collected on 2021-11-19 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-11-19,ROSKOGO_So_211119,Thomas; Camusat;Daguin; Thiebaut; Comtet,,ebb_tide,17.0,4,,,,,,,core,SoSOP2,,2021-11-19,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_211119_micro_blank,EMOBON ROSKOGO So211119 micro blank,EMOBON metagenome sediment sample from station ROSKOGO collected on 2021-11-19 community collected micro,32644,unidentified,metagenome,swab,2021-11-19,ROSKOGO_So_211119,Daguin; Thiebaut; Comtet,,ebb_tide,17.0,blank,,,,,,,core,SoSOP2,,2021-11-19,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_211222_micro_1,EMOBON ROSKOGO So211222 micro 1,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-12-22 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-12-22,ROSKOGO_So_211222,Comtet & Broudin,,,,1,,,,,,,core,SoSOP2,,2021-12-22,SBR YD001 freezer 17,-80.0,Comtet,,,,False,2022-01-18,2022-01-21,-70,2022-02-22,2022-02-23,False,,
EMOBON_ROSKOGO_So_211222_micro_2,EMOBON ROSKOGO So211222 micro 2,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-12-22 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-12-22,ROSKOGO_So_211222,Comtet & Broudin,,,,2,,,,,,,core,SoSOP2,,2021-12-22,SBR YD001 freezer 17,-80.0,Comtet,,,,False,2022-01-18,2022-01-21,-70,2022-02-22,2022-02-23,False,,
EMOBON_ROSKOGO_So_211222_micro_3,EMOBON ROSKOGO So211222 micro 3,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-12-22 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-12-22,ROSKOGO_So_211222,Comtet & Broudin,,,,3,,,,,,,core,SoSOP2,,2021-12-22,SBR YD001 freezer 17,-80.0,Comtet,,,,True,,,,,,,,
EMOBON_ROSKOGO_So_211222_micro_4,EMOBON ROSKOGO So211222 micro 4,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-12-22 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-12-22,ROSKOGO_So_211222,Comtet & Broudin,,,,4,,,,,,,core,SoSOP2,,2021-12-22,SBR YD001 freezer 17,-80.0,Comtet,,,,True,,,,,,,,
EMOBON_ROSKOGO_So_211222_micro_blank,EMOBON ROSKOGO So211222 micro blank,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-12-22 community collected micro,32644,unidentified,metagenome,swab,2022-12-22,ROSKOGO_So_211222,Comtet & Broudin,,,,blank,,,,,,,swab,SoSOP2,,2021-12-22,SBR YD001 freezer 17,-80.0,Comtet,,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220301_macro_1,EMOBON ROSKOGO So220301 Macro 1,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-03-01 community collected macro,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-03-01,ROSKOGO_So_220301,"Houbin, Daguin, Comtet",0000-0002-4572-3371,ebb_tide,17.0,1,,,,,,,McIntyre grab,SoSOP3,,2022-03-03,SBR YD101.2 fridge R10,4.0,Céline Houbin,0000-0002-4572-3371,,,False,2022-10-11,2022-10-13,4,2023-10-17,2023-10-17,,,
EMOBON_ROSKOGO_So_220301_macro_2,EMOBON ROSKOGO So220301 Macro 2,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-03-01 community collected macro,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-03-01,ROSKOGO_So_220301,"Houbin, Daguin, Comtet",0000-0002-4572-3371,ebb_tide,17.0,2,,,,,,,McIntyre grab,SoSOP3,,2022-03-03,SBR YD101.2 fridge R10,4.0,Céline Houbin,0000-0002-4572-3371,,,False,2022-10-11,2022-10-13,4,2023-10-17,2023-10-17,,,
EMOBON_ROSKOGO_So_220301_macro_3,EMOBON ROSKOGO So220301 Macro 3,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-03-01 community collected macro,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-03-01,ROSKOGO_So_220301,"Houbin, Daguin, Comtet",0000-0002-4572-3371,ebb_tide,17.0,3,,,,,,,McIntyre grab,SoSOP3,,2022-03-03,SBR YD101.2 fridge R10,4.0,Céline Houbin,0000-0002-4572-3371,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220301_macro_4,EMOBON ROSKOGO So220301 Macro 4,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-03-01 community collected macro,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-03-01,ROSKOGO_So_220301,"Houbin, Daguin, Comtet",0000-0002-4572-3371,ebb_tide,17.0,4,,,,,,,McIntyre grab,SoSOP3,,2022-03-03,SBR YD101.2 fridge R10,4.0,Céline Houbin,0000-0002-4572-3371,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220301_macro_blank,EMOBON ROSKOGO So220301 Macro blank,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-03-01 community collected macro,32644,unidentified,mimarks-specimen,swab,2022-03-01,ROSKOGO_So_220301,"Houbin, Daguin, Comtet",0000-0002-4572-3371,ebb_tide,17.0,blank,,,,,,,swab,SoSOP3,,2022-03-03,SBR YD101.2 fridge R10,4.0,Céline Houbin,0000-0002-4572-3371,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220303_micro_1,EMOBON ROSKOGO So220303 micro 1,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-03-03 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-03,ROSKOGO_So_220303,Daguin Comtet Camusat etal,,low_tide,17.0,1,,,,,,,core,SoSOP2,,2022-03-03,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2022-10-11,2022-10-13,-70,2022-07-18,2022-07-18,,,
EMOBON_ROSKOGO_So_220303_micro_2,EMOBON ROSKOGO So220303 micro 2,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-03-03 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-03,ROSKOGO_So_220303,Daguin Comtet Camusat etal,,low_tide,17.0,2,,,,,,,core,SoSOP2,,2022-03-03,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2022-10-11,2022-10-13,-70,2022-07-18,2022-07-18,,,
EMOBON_ROSKOGO_So_220303_micro_3,EMOBON ROSKOGO So220303 micro 3,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-03-03 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-03,ROSKOGO_So_220303,Daguin Comtet Camusat etal,,low_tide,17.0,3,,,,,,,core,SoSOP2,,2022-03-03,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220303_micro_4,EMOBON ROSKOGO So220303 micro 4,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-03-03 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-03-03,ROSKOGO_So_220303,Daguin Comtet Camusat etal,,low_tide,17.0,4,,,,,,,core,SoSOP2,,2022-03-03,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220303_micro_blank,EMOBON ROSKOGO So220303 micro blank,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-03-03 community collected micro,32644,unidentified,metagenome,swab,2022-03-03,ROSKOGO_So_220303,Daguin Comtet Camusat etal,,low_tide,17.0,blank,,,,,,,swab,SoSOP2,,2022-03-03,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220425__blank,EMOBON ROSKOGO So220425 blank,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-04-25 community collected ,32644,unidentified,metagenome,swab,2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,,,blank,,,,,,,swab,SoSOP2,,2022-04-25,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220425_meio_1,EMOBON ROSKOGO So220425 meio 1,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-04-25 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,high_tide,,1,,,,,,,core,SoSOP2,half part of the 5cm superior of the core / mixed from 4 cores,2022-04-25,SBR YD101.1 C27,-20.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2023-09-19,2023-09-21,-70,,,,,
EMOBON_ROSKOGO_So_220425_meio_2,EMOBON ROSKOGO So220425 meio 2,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-04-25 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,high_tide,,2,,,,,,,core,SoSOP2,,2022-04-25,SBR YD101.1 C27,-20.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2023-09-19,2023-09-21,-70,,,,,
EMOBON_ROSKOGO_So_220425_meio_3,EMOBON ROSKOGO So220425 meio 3,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-04-25 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,high_tide,,3,,,,,,,core,SoSOP2,,2022-04-25,SBR YD101.1 C27,-20.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220425_meio_4,EMOBON ROSKOGO So220425 meio 4,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-04-25 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,high_tide,,4,,,,,,,core,SoSOP2,,2022-04-25,SBR YD101.1 C27,-20.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220425_micro_1,EMOBON ROSKOGO So220425 micro 1,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-04-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,high_tide,,1,,,,,,,core,SoSOP2,,2022-04-25,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2022-10-11,2022-10-13,-70,2022-07-18,2022-07-18,,,
EMOBON_ROSKOGO_So_220425_micro_2,EMOBON ROSKOGO So220425 micro 2,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-04-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,high_tide,,2,,,,,,,core,SoSOP2,,2022-04-25,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2022-10-11,2022-10-13,-70,2022-07-18,2022-07-18,,,
EMOBON_ROSKOGO_So_220425_micro_3,EMOBON ROSKOGO So220425 micro 3,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-04-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,high_tide,,3,,,,,,,core,SoSOP2,,2022-04-25,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220425_micro_4,EMOBON ROSKOGO So220425 micro 4,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-04-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-04-25,ROSKOGO_So_220425,Daguin Comtet Camusat etal,,high_tide,,4,,,,,,,core,SoSOP2,,2022-04-25,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220623_meio_1,EMOBON ROSKOGO So220623 meio 1,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-06-23 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,23.0,1,,,,,,,core,SoSOP2,,2022-06-23,SBR YD101.1 C27,-20.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2023-09-19,2023-09-21,-70,,,,,
EMOBON_ROSKOGO_So_220623_meio_2,EMOBON ROSKOGO So220623 meio 2,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-06-23 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,23.0,2,,,,,,,core,SoSOP2,,2022-06-23,SBR YD101.1 C27,-20.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2023-09-19,2023-09-21,-70,,,,,
EMOBON_ROSKOGO_So_220623_meio_3,EMOBON ROSKOGO So220623 meio 3,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-06-23 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,23.0,3,,,,,,,core,SoSOP2,,2022-06-23,SBR YD101.1 C27,-20.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220623_meio_4,EMOBON ROSKOGO So220623 meio 4,EMOBON mimarks-specimen sediment sample from station ROSKOGO collected on 2022-06-23 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,23.0,4,,,,,,,core,SoSOP2,,2022-06-23,SBR YD101.1 C27,-20.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220623_micro_1,EMOBON ROSKOGO So220623 micro 1,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-06-23 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,23.0,1,,,,,,,core,SoSOP2,,2022-06-23,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2022-10-11,2022-10-13,-70,2022-07-18,2022-07-18,,,
EMOBON_ROSKOGO_So_220623_micro_2,EMOBON ROSKOGO So220623 micro 2,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-06-23 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,23.0,2,,,,,,,core,SoSOP2,,2022-06-23,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,False,2022-10-11,2022-10-13,-70,2022-07-18,2022-07-18,,,
EMOBON_ROSKOGO_So_220623_micro_3,EMOBON ROSKOGO So220623 micro 3,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-06-23 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,23.0,3,,,,,,,core,SoSOP2,,2022-06-23,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220623_micro_4,EMOBON ROSKOGO So220623 micro 4,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-06-23 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,23.0,4,,,,,,,core,SoSOP2,,2022-06-23,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
EMOBON_ROSKOGO_So_220623_micro_blank,EMOBON ROSKOGO So220623 micro blank,EMOBON metagenome sediment sample from station ROSKOGO collected on 2022-06-23 community collected micro,32644,unidentified,metagenome,swab,2022-06-23,ROSKOGO_So_220623,Daguin Comtet Camusat Fontana,,high_tide,,blank,,,,,,,swab,SoSOP2,,2022-06-23,SBR YD001 freezer 17,-80.0,Claire Daguin-Thiebaut,0000-0003-4665-6411,,,True,,,,,,,,
