source_mat_id,arr_date_hq,arr_date_seq,collection_date,depth,env_material,failure,failure_comment,investigation_type,long_store,membr_cut,replicate,samp_collect_device,samp_description,samp_mat_process,samp_mat_process_dev,samp_size_vol,samp_store_date,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,tax_id,time_fi,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_PiEGetxo_Wa_11,,,2021-08-24,,MilliQ water [ENVO:00003065],,,metagenome,Y,Y,blank_2,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-08-24 size fraction 3-200um,WaSOP 1,MasterFlex L/S,,2021-08-24,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_210824,,,3-200,3.0,200.0,EMO BON PiEGetxo Wa 210824 3um (BLANK1),Xabier Lecube,,1874687,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_12,2022-01-19,2022-02-23,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 3-200um,WaSOP 1,MasterFlex L/S,10.0,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,2022-01-17,2022-02-22,3-200,3.0,200.0,EMO BON PiEGetxo Wa 211027 3um (1),Xabier Lecube,-70.0,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_13,2022-01-19,2022-02-23,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 3-200um,WaSOP 1,MasterFlex L/S,10.0,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,2022-01-17,2022-02-22,3-200,3.0,200.0,EMO BON PiEGetxo Wa 211027 3um (2),Xabier Lecube,-70.0,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_14,2022-01-19,2022-02-23,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 0.2-3um,WaSOP 1,MasterFlex L/S,10.0,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,2022-01-17,2022-02-22,0.2-3,0.2,3.0,EMO BON PiEGetxo Wa 211027 0.2um (1),Xabier Lecube,-70.0,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_15,2022-01-19,2022-02-23,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 0.2-3um,WaSOP 1,MasterFlex L/S,10.0,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,2022-01-17,2022-02-22,0.2-3,0.2,3.0,EMO BON PiEGetxo Wa 211027 0.2um (2),Xabier Lecube,-70.0,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_16,,,2021-10-27,,MilliQ water [ENVO:00003065],,,metagenome,Y,Y,blank_1,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 3-200um,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,3-200,3.0,200.0,EMO BON PiEGetxo Wa 211027 3um (BLANK),Xabier Lecube,,1874687,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_17,,,2021-10-27,,MilliQ water [ENVO:00003065],,,metagenome,Y,Y,blank_1,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 0.2-3um,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,0.2-3,0.2,3.0,EMO BON PiEGetxo Wa 211027 0.2um (BLANK),Xabier Lecube,,1874687,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_18,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 3-200um,WaSOP 1,MasterFlex L/S,10.0,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,3-200,3.0,200.0,EMO BON PiEGetxo Wa 211027 3um (3),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_19,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 3-200um,WaSOP 1,MasterFlex L/S,10.0,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,3-200,3.0,200.0,EMO BON PiEGetxo Wa 211027 3um (4),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_20,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 0.2-3um,WaSOP 1,MasterFlex L/S,10.0,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,0.2-3,0.2,3.0,EMO BON PiEGetxo Wa 211027 0.2um (3),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_21,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 0.2-3um,WaSOP 1,MasterFlex L/S,10.0,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,0.2-3,0.2,3.0,EMO BON PiEGetxo Wa 211027 0.2um (4),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_22,,,2021-10-27,,MilliQ water [ENVO:00003065],,,metagenome,Y,Y,blank_1,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 3-200um,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,3-200,3.0,200.0,EMO BON PiEGetxo Wa 211027 3um (BLANK1),Xabier Lecube,,1874687,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_23,,,2021-10-27,,MilliQ water [ENVO:00003065],,,metagenome,Y,Y,blank_1,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 0.2-3um,WaSOP 1,MasterFlex L/S,,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,0.2-3,0.2,3.0,EMO BON PiEGetxo Wa 211027 0.2um (BLANK1),Xabier Lecube,,1874687,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_24,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 20um,WaSOP 2,Millipore WP6122050,0.25,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,20,20.0,,EMO BON PiEGetxo Wa 211027 20um (1),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_25,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 20um,WaSOP 2,Millipore WP6122050,0.25,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,20,20.0,,EMO BON PiEGetxo Wa 211027 20um (2),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_26,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 20um,WaSOP 2,Millipore WP6122050,0.25,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,20,20.0,,EMO BON PiEGetxo Wa 211027 20um (3),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_27,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 20um,WaSOP 2,Millipore WP6122050,0.25,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,20,20.0,,EMO BON PiEGetxo Wa 211027 20um (4),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_28,,,2021-10-27,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 20um,WaSOP 2,Millipore WP6122050,,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,20,20.0,,EMO BON PiEGetxo Wa 211027 20um (BLANK),Xabier Lecube,,1874687,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_29,,,2021-10-27,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 20um,WaSOP 2,Millipore WP6122050,,2021-10-27,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,20,20.0,,EMO BON PiEGetxo Wa 211027 20um (BLANK1),Xabier Lecube,,1874687,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_30,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 200um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,200,200.0,,EMO BON PiEGetxo Wa 211027 200um (1),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_31,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 200um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,200,200.0,,EMO BON PiEGetxo Wa 211027 200um (2),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_32,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 200um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,200,200.0,,EMO BON PiEGetxo Wa 211027 200um (3),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_33,,,2021-10-27,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 200um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,200,200.0,,EMO BON PiEGetxo Wa 211027 200um (4),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_34,,,2021-10-27,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 200um,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,200,200.0,,EMO BON PiEGetxo Wa 211027 200um (BLANK),Xabier Lecube,,256318,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_35,,,2021-10-27,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-10-27 size fraction 200um,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211027,,,200,200.0,,EMO BON PiEGetxo Wa 211027 200um (BLANK1),Xabier Lecube,,256318,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_36,,,2021-12-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 20um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211222,,,20,20.0,,EMO BON PiEGetxo Wa 211222 20um (1),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_37,,,2021-12-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 20um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211222,,,20,20.0,,EMO BON PiEGetxo Wa 211222 20um (2),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_38,,,2021-12-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,3,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 20um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211222,,,20,20.0,,EMO BON PiEGetxo Wa 211222 20um (3),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_39,,,2021-12-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,4,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 20um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211222,,,20,20.0,,EMO BON PiEGetxo Wa 211222 20um (4),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
EMOBON_PiEGetxo_Wa_40,,,2021-12-22,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 20um,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211222,,,20,20.0,,EMO BON PiEGetxo Wa 211222 20um (BLANK),Xabier Lecube,,256318,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_41,,,2021-12-22,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 20um,WaSOP 2,Millipore WP6122050,,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211222,,,20,20.0,,EMO BON PiEGetxo Wa 211222 20um (BLANK1),Xabier Lecube,,256318,,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,no_tide
EMOBON_PiEGetxo_Wa_42,,,2021-12-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,mesh,EMOBON metagenome water sample from station PiEGetxo collected on 2021-12-22 size fraction 200um,WaSOP 2,Millipore WP6122050,0.25,2021-12-22,"BBEBB, freezer 12 ",-80,Oihane Diaz de Cerio,PiEGetxo_Wa_211222,,,200,200.0,,EMO BON PiEGetxo Wa 211222 200um (1),Xabier Lecube,,1874687,1.0,,Ibon Cancio, 0000-0003-4841-0079,0000-0002-5605-8434, 0000-0002-1005-4593,high_tide
