source_mat_id,arr_date_hq,arr_date_seq,collection_date,comm_samp,depth,env_material,failure,failure_comment,investigation_type,long_store,replicate,samp_collect_device,samp_store_date,samp_mat_process,samp_mat_process_dev,samp_size_mass,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_ROSKOGO_So_27,2022-10-13,2023-10-17,2022-03-01,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,N,2,McIntyre grab,2022-03-03,SoSOP3,,10.94,SBR YD101.2 fridge R10,4.0,"Houbin, Daguin, Comtet",ROSKOGO_So_220301,2022-10-11,2023-10-17,,,EMOBON ROSKOGO So220301 Macro 2,Céline Houbin,4,,,,0000-0002-4572-3371,0000-0002-4572-3371,ebb_tide
EMOBON_ROSKOGO_So_28,,,2022-03-01,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,McIntyre grab,2022-03-03,SoSOP3,,12.53,SBR YD101.2 fridge R10,4.0,"Houbin, Daguin, Comtet",ROSKOGO_So_220301,,,,,EMOBON ROSKOGO So220301 Macro 3,Céline Houbin,,,,,0000-0002-4572-3371,0000-0002-4572-3371,ebb_tide
EMOBON_ROSKOGO_So_29,,,2022-03-01,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,McIntyre grab,2022-03-03,SoSOP3,,11.02,SBR YD101.2 fridge R10,4.0,"Houbin, Daguin, Comtet",ROSKOGO_So_220301,,,,,EMOBON ROSKOGO So220301 Macro 4,Céline Houbin,,,,,0000-0002-4572-3371,0000-0002-4572-3371,ebb_tide
EMOBON_ROSKOGO_So_30,,,2022-03-01,macro,17.0,swab,,,mimarks-specimen,Y,blank_1,swab,2022-03-03,SoSOP3,,,SBR YD101.2 fridge R10,4.0,"Houbin, Daguin, Comtet",ROSKOGO_So_220301,,,,,EMOBON ROSKOGO So220301 Macro blank,Céline Houbin,,,,,0000-0002-4572-3371,0000-0002-4572-3371,ebb_tide
EMOBON_ROSKOGO_So_31,2022-10-13,2022-07-18,2022-03-03,micro,17.0,sediment [ENVO:00002007],,,metagenome,N,1,core,2022-03-03,SoSOP2,,9.9,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220303,2022-10-11,2022-07-18,,,EMOBON ROSKOGO So220303 micro 1,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_32,2022-10-13,2022-07-18,2022-03-03,micro,17.0,sediment [ENVO:00002007],,,metagenome,N,2,core,2022-03-03,SoSOP2,,10.6,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220303,2022-10-11,2022-07-18,,,EMOBON ROSKOGO So220303 micro 2,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_33,,,2022-03-03,micro,17.0,sediment [ENVO:00002007],,,metagenome,Y,3,core,2022-03-03,SoSOP2,,11.4,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220303,,,,,EMOBON ROSKOGO So220303 micro 3,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_34,,,2022-03-03,micro,17.0,sediment [ENVO:00002007],,,metagenome,Y,4,core,2022-03-03,SoSOP2,,10.1,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220303,,,,,EMOBON ROSKOGO So220303 micro 4,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_35,,,2022-03-03,micro,17.0,swab,,,metagenome,Y,blank_1,swab,2022-03-03,SoSOP2,,,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220303,,,,,EMOBON ROSKOGO So220303 micro blank,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_36,,,2022-04-25,,,swab,,,metagenome,Y,blank_1,swab,2022-04-25,SoSOP2,,,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,,,,,EMOBON ROSKOGO So220425 blank,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,
EMOBON_ROSKOGO_So_37,2023-09-21,,2022-04-25,meio,,sediment [ENVO:00002007],,,mimarks-specimen,N,1,core,2022-04-25,SoSOP2,half part of the 5cm superior of the core / mixed from 4 cores,373.1,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,2023-09-19,,,,EMOBON ROSKOGO So220425 meio 1,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_38,2023-09-21,,2022-04-25,meio,,sediment [ENVO:00002007],,,mimarks-specimen,N,2,core,2022-04-25,SoSOP2,,400.0,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,2023-09-19,,,,EMOBON ROSKOGO So220425 meio 2,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_39,,,2022-04-25,meio,,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,core,2022-04-25,SoSOP2,,360.0,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,,,,,EMOBON ROSKOGO So220425 meio 3,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_40,,,2022-04-25,meio,,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,core,2022-04-25,SoSOP2,,401.0,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,,,,,EMOBON ROSKOGO So220425 meio 4,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_41,2022-10-13,2022-07-18,2022-04-25,micro,,sediment [ENVO:00002007],,,metagenome,N,1,core,2022-04-25,SoSOP2,,10.6,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,2022-10-11,2022-07-18,,,EMOBON ROSKOGO So220425 micro 1,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_42,2022-10-13,2022-07-18,2022-04-25,micro,,sediment [ENVO:00002007],,,metagenome,N,2,core,2022-04-25,SoSOP2,,10.1,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,2022-10-11,2022-07-18,,,EMOBON ROSKOGO So220425 micro 2,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_43,,,2022-04-25,micro,,sediment [ENVO:00002007],,,metagenome,Y,3,core,2022-04-25,SoSOP2,,10.5,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,,,,,EMOBON ROSKOGO So220425 micro 3,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_44,,,2022-04-25,micro,,sediment [ENVO:00002007],,,metagenome,Y,4,core,2022-04-25,SoSOP2,,10.3,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat etal,ROSKOGO_So_220425,,,,,EMOBON ROSKOGO So220425 micro 4,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_45,2023-09-21,,2022-06-23,meio,23.0,sediment [ENVO:00002007],,,mimarks-specimen,N,1,core,2022-06-23,SoSOP2,,475.9,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,2023-09-19,,,,EMOBON ROSKOGO So220623 meio 1,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_46,2023-09-21,,2022-06-23,meio,23.0,sediment [ENVO:00002007],,,mimarks-specimen,N,2,core,2022-06-23,SoSOP2,,462.8,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,2023-09-19,,,,EMOBON ROSKOGO So220623 meio 2,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_47,,,2022-06-23,meio,23.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,core,2022-06-23,SoSOP2,,510.5,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,,,,,EMOBON ROSKOGO So220623 meio 3,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_48,,,2022-06-23,meio,23.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,core,2022-06-23,SoSOP2,,544.9,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,,,,,EMOBON ROSKOGO So220623 meio 4,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_49,2022-10-13,2022-07-18,2022-06-23,micro,23.0,sediment [ENVO:00002007],,,metagenome,N,1,core,2022-06-23,SoSOP2,,11.8,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,2022-10-11,2022-07-18,,,EMOBON ROSKOGO So220623 micro 1,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_50,2022-10-13,2022-07-18,2022-06-23,micro,23.0,sediment [ENVO:00002007],,,metagenome,N,2,core,2022-06-23,SoSOP2,,9.0,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,2022-10-11,2022-07-18,,,EMOBON ROSKOGO So220623 micro 2,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_51,,,2022-06-23,micro,23.0,sediment [ENVO:00002007],,,metagenome,Y,3,core,2022-06-23,SoSOP2,,9.8,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,,,,,EMOBON ROSKOGO So220623 micro 3,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_52,,,2022-06-23,micro,23.0,sediment [ENVO:00002007],,,metagenome,Y,4,core,2022-06-23,SoSOP2,,10.5,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,,,,,EMOBON ROSKOGO So220623 micro 4,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_53,,,2022-06-23,micro,,swab,,,metagenome,Y,blank_1,swab,2022-06-23,SoSOP2,,,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Fontana,ROSKOGO_So_220623,,,,,EMOBON ROSKOGO So220623 micro blank,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,high_tide
EMOBON_ROSKOGO_So_54,2023-09-21,,2022-09-29,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,N,1,McIntyre grab,2022-09-29,SoSOP3,,12.29,SBR YD101.2 fridge R10,4.0,"Houbin, Daguin, Comtet",ROSKOGO_So_220929,2023-09-19,,,,EMOBON ROSKOGO So220929 Macro 1,Céline Houbin,1899-10-21,,,,0000-0002-4572-3371,0000-0002-4572-3371,ebb_tide
EMOBON_ROSKOGO_So_55,2023-09-21,,2022-09-29,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,N,2,McIntyre grab,2022-09-29,SoSOP3,,11.71,SBR YD101.2 fridge R10,4.0,"Houbin, Daguin, Comtet",ROSKOGO_So_220929,2023-09-19,,,,EMOBON ROSKOGO So220929 Macro 2,Céline Houbin,1899-10-21,,,,0000-0002-4572-3371,0000-0002-4572-3371,ebb_tide
EMOBON_ROSKOGO_So_56,,,2022-09-29,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,McIntyre grab,2022-09-29,SoSOP3,,5.4,SBR YD101.2 fridge R10,4.0,"Houbin, Daguin, Comtet",ROSKOGO_So_220929,,,,,EMOBON ROSKOGO So220929 Macro 3,Céline Houbin,,,,,0000-0002-4572-3371,0000-0002-4572-3371,ebb_tide
EMOBON_ROSKOGO_So_57,2023-09-21,,2022-10-27,meio,18.0,sediment [ENVO:00002007],,,mimarks-specimen,N,1,core,2022-10-27,SoSOP2,,425.0,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,2023-09-19,,,,EMOBON ROSKOGO So221027 meio 1,Claire Daguin-Thiebaut,1899-10-21,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_58,2023-09-21,,2022-10-27,meio,18.0,sediment [ENVO:00002007],,,mimarks-specimen,N,2,core,2022-10-27,SoSOP2,,419.5,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,2023-09-19,,,,EMOBON ROSKOGO So221027 meio 2,Claire Daguin-Thiebaut,1899-10-21,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_59,,,2022-10-27,meio,18.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,core,2022-10-27,SoSOP2,,466.7,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,,,,,EMOBON ROSKOGO So221027 meio 3,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_60,,,2022-10-27,meio,18.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,core,2022-10-27,SoSOP2,,481.8,SBR YD101.1 C27,-20.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,,,,,EMOBON ROSKOGO So221027 meio 4,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_61,2022-06-19,,2022-10-27,micro,18.0,sediment [ENVO:00002007],,,metagenome,N,1,core,2022-10-27,SoSOP2,,10.4,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,2023-06-15,,,,EMOBON ROSKOGO So221027 micro 1,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_62,2022-06-19,,2022-10-27,micro,18.0,sediment [ENVO:00002007],,,metagenome,N,2,core,2022-10-27,SoSOP2,,11.8,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,2023-06-15,,,,EMOBON ROSKOGO So221027 micro 2,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_63,,,2022-10-27,micro,18.0,sediment [ENVO:00002007],,,metagenome,Y,3,core,2022-10-27,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,,,,,EMOBON ROSKOGO So221027 micro 3,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_64,,,2022-10-27,micro,18.0,sediment [ENVO:00002007],,,metagenome,Y,4,core,2022-10-27,SoSOP2,,10.6,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,,,,,EMOBON ROSKOGO So221027 micro 4,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_65,,,2022-10-27,micro,,swab,,,metagenome,Y,blank_1,core,2022-10-27,SoSOP2,,,SBR YD001 freezer 17,-80.0,Daguin Comtet Camusat Thomas,ROSKOGO_So_221027,,,,,EMOBON ROSKOGO So221027 micro blank,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_66,2022-06-19,,2023-01-03,micro,,sediment [ENVO:00002007],,,metagenome,N,1,core,2023-01-03,SoSOP2,,14.0,SBR YD001 freezer 17,-80.0,Daguin Thiebaut Thomas Fontana,ROSKOGO_So_230103,2023-06-15,,,,EMOBON ROSKOGO So230103 micro 1,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_67,2022-06-19,,2023-01-03,micro,,sediment [ENVO:00002007],,,metagenome,N,2,core,2023-01-03,SoSOP2,,11.4,SBR YD001 freezer 17,-80.0,Daguin Thiebaut Thomas Fontana,ROSKOGO_So_230103,2023-06-15,,,,EMOBON ROSKOGO So230103 micro 2,Claire Daguin-Thiebaut,-70,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_68,,,2023-01-03,micro,,sediment [ENVO:00002007],,,metagenome,Y,3,core,2023-01-03,SoSOP2,,13.2,SBR YD001 freezer 17,-80.0,Daguin Thiebaut Thomas Fontana,ROSKOGO_So_230103,,,,,EMOBON ROSKOGO So230103 micro 3,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
