source_mat_id,arr_date_hq,arr_date_seq,collection_date,comm_samp,depth,env_material,failure,failure_comment,investigation_type,long_store,replicate,samp_collect_device,samp_store_date,samp_mat_process,samp_mat_process_dev,samp_size_mass,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_RFormosa_So_17,2022-10-26,2023-06-01,2022-02-24,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,2,PVC core D50mm,2022-02-24,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220224,2022-10-17,2023-06-01,,,EMO BON RFormosa SO 220224 micro(2),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_18,,,2022-02-24,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,3,PVC core D50mm,2022-02-24,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220224,,,,,EMO BON RFormosa SO 220224 micro(3),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_19,,,2022-02-24,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,4,PVC core D50mm,2022-02-24,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220224,,,,,EMO BON RFormosa SO 220224 micro(4),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_20,,,2022-02-24,micro,,,,,metagenome,Y,blank_1,,2022-02-24,SoSOP 1,,,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220224,,,,,EMO BON RFormosa SO 220224 blank,Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_21,2022-10-26,2023-06-01,2022-04-28,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,1,PVC core D50mm,2022-04-28,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220428,2022-10-17,2023-06-01,,,EMO BON RFormosa SO 220428 micro(1),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_22,2022-10-26,2023-06-01,2022-04-28,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,2,PVC core D50mm,2022-04-28,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220428,2022-10-17,2023-06-01,,,EMO BON RFormosa SO 220428 micro(2),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_23,,,2022-04-28,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,3,PVC core D50mm,2022-04-28,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220428,,,,,EMO BON RFormosa SO 220428 micro(3),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_24,,,2022-04-28,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,4,PVC core D50mm,2022-04-28,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220428,,,,,EMO BON RFormosa SO 220428 micro(4),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_25,,,2022-04-28,micro,,,,,metagenome,Y,blank_1,,2022-04-28,SoSOP 1,,,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220428,,,,,EMO BON RFormosa SO 220428 blank,Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_26,2022-10-26,2023-06-01,2022-06-29,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,1,PVC core D50mm,2022-06-29,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220629,2022-10-17,2023-06-01,,,EMO BON RFormosa SO 220629 micro(1),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_27,2022-10-26,2023-06-01,2022-06-29,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,2,PVC core D50mm,2022-06-29,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220629,2022-10-17,2023-06-01,,,EMO BON RFormosa SO 220629 micro(2),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_28,,,2022-06-29,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,3,PVC core D50mm,2022-06-29,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220629,,,,,EMO BON RFormosa SO 220629 micro(3),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_29,,,2022-06-29,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,4,PVC core D50mm,2022-06-29,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220629,,,,,EMO BON RFormosa SO 220629 micro(4),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_30,,,2022-06-29,micro,,,,,metagenome,Y,blank_1,,2022-06-29,SoSOP 1,,,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220629,,,,,EMO BON RFormosa SO 220629 blank,Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_31,2022-10-26,2023-06-01,2022-09-09,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,1,PVC core D50mm,2022-09-09,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220909,2022-10-17,2023-06-01,,,EMO BON RFormosa SO 220909 micro(1),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_32,2022-10-26,2023-06-01,2022-09-09,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,2,PVC core D50mm,2022-09-09,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220909,2022-10-17,2023-06-01,,,EMO BON RFormosa SO 220909 micro(2),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_33,,,2022-09-09,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,3,PVC core D50mm,2022-09-09,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220909,,,,,EMO BON RFormosa SO 220909 micro(3),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_34,,,2022-09-09,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,4,PVC core D50mm,2022-09-09,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220909,,,,,EMO BON RFormosa SO 220909 micro(4),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_35,,,2022-09-09,micro,,,,,metagenome,Y,blank_1,,2022-09-09,SoSOP 1,,,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_220909,,,,,EMO BON RFormosa SO 220909 blank,Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_36,2023-07-03,,2022-10-21,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,1,PVC core D50mm,2022-10-21,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221021,2023-06-19,,,,EMO BON RFormosa SO 221021 micro(1),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_37,2023-07-03,,2022-10-21,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,2,PVC core D50mm,2022-10-21,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221021,2023-06-19,,,,EMO BON RFormosa SO 221021 micro(2),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_38,,,2022-10-21,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,3,PVC core D50mm,2022-10-21,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221021,,,,,EMO BON RFormosa SO 221021 micro(3),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_39,,,2022-10-21,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,4,PVC core D50mm,2022-10-21,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221021,,,,,EMO BON RFormosa SO 221021 micro(4),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_40,,,2022-10-21,micro,,,,,metagenome,Y,blank_1,,2022-10-21,SoSOP 1,,,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221021,,,,,EMO BON RFormosa SO 221021 blank,Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_41,2023-07-03,,2022-12-16,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,1,PVC core D50mm,2022-12-16,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221216,2023-06-19,,,,EMO BON RFormosa SO 221216 micro(1),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_42,2023-07-03,,2022-12-16,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,2,PVC core D50mm,2022-12-16,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221216,2023-06-19,,,,EMO BON RFormosa SO 221216 micro(2),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_43,,,2022-12-16,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,3,PVC core D50mm,2022-12-16,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221216,,,,,EMO BON RFormosa SO 221216 micro(3),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_44,,,2022-12-16,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,4,PVC core D50mm,2022-12-16,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221216,,,,,EMO BON RFormosa SO 221216 micro(4),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_45,,,2022-12-16,micro,,,,,metagenome,Y,blank_1,,2022-12-16,SoSOP 1,,,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_221216,,,,,EMO BON RFormosa SO 221216 blank,Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_46,2023-07-03,,2023-04-20,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,1,PVC core D50mm,2023-04-20,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230420,2023-06-19,,,,EMO BON RFormosa SO 230420 micro(1),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_47,2023-07-03,,2023-04-20,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,2,PVC core D50mm,2023-04-20,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230420,2023-06-19,,,,EMO BON RFormosa SO 230420 micro(2),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_48,,,2023-04-20,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,3,PVC core D50mm,2023-04-20,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230420,,,,,EMO BON RFormosa SO 230420 micro(3),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_49,,,2023-04-20,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,4,PVC core D50mm,2023-04-20,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230420,,,,,EMO BON RFormosa SO 230420 micro(4),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_50,,,2023-04-20,micro,,,,,metagenome,Y,blank_1,,2023-04-20,SoSOP 1,,,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230420,,,,,EMO BON RFormosa SO 230420 blank,Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_51,2023-10-05,,2023-07-03,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,1,PVC core D50mm,2023-07-03,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230703,2023-09-12,,,,EMO BON RFormosa SO 230703 micro(1),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_52,2023-10-05,,2023-07-03,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,N,2,PVC core D50mm,2023-07-03,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230703,2023-09-12,,,,EMO BON RFormosa SO 230703 micro(2),Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_53,,,2023-07-03,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,3,PVC core D50mm,2023-07-03,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230703,,,,,EMO BON RFormosa SO 230703 micro(3),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_54,,,2023-07-03,micro,0.0,lagoon [ENVO_00000038]; sediment [ENVO:00002007],,,metagenome,Y,4,PVC core D50mm,2023-07-03,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",5.0,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230703,,,,,EMO BON RFormosa SO 230703 micro(4),Bruno Louro,,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
EMOBON_RFormosa_So_55,2023-10-05,,2023-07-03,micro,,,,,metagenome,Y,blank_1,,2023-07-03,SoSOP 1,,,"Ed7, room 1.10, freezer #300387-118",-80.0,Bruno Louro,RFormosa_So_230703,2023-09-12,,,,EMO BON RFormosa SO 230703 blank,Bruno Louro,-70.0,,,,0000-0001-8164-581X,0000-0001-8164-581X,low_tide
